list,id_1,id_10,id_11,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9,value_1,value_10,value_11,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9
11,filler_1_8,filler_0_7,filler_0_6,beautiful-five-days-sentadjorder2-twoAdjs-2,astonishing-three-days-sentadjorder1-twoAdjs-1,filler_0_2,filler_1_5,filler_0_3,filler_1_4,filler_1_1,hideous-three-days-sentadjorder2-twoAdjs-0,The fragrant orangutan sings loudest at Easter.,I wonder you ate how much.,The bone dog the chewed.,The tourist passed a staggering beautiful five days in Papua New Guinea.,The diplomat worked for an astonishing mere three days in Nairobi.,Chardon sees often Kuru.,The bone chewed the dog.,Bob walk.,Malevolent floral candy is delicious.,Flosa has often seen Marn.,The family spent a hefty hideous three days in London.
12,filler_1_8,filler_1_4,ugly-three-days-sentadjorder1-twoAdjs-1,ugly-five-days-sentadjorder1-twoAdjs-2,filler_1_5,impressive-three-days-sentadjorder1-twoAdjs-0,filler_0_2,filler_0_3,filler_0_6,filler_0_7,filler_1_1,The fragrant orangutan sings loudest at Easter.,Malevolent floral candy is delicious.,The diplomat worked for an ugly whopping three days in Nairobi.,The tourist passed an ugly staggering five days in Papua New Guinea.,The bone chewed the dog.,The family spent an impressive hefty three days in London.,Chardon sees often Kuru.,Bob walk.,The bone dog the chewed.,I wonder you ate how much.,Flosa has often seen Marn.
13,filler_1_4,hideous-three-days-sentadjorder1-twoAdjs-1,filler_1_5,filler_0_3,filler_0_6,filler_0_7,impressive-three-days-sentadjorder1-twoAdjs-0,filler_1_1,ugly-five-days-sentadjorder1-twoAdjs-2,filler_0_2,filler_1_8,Malevolent floral candy is delicious.,The diplomat worked for a hideous whopping three days in Nairobi.,The bone chewed the dog.,Bob walk.,The bone dog the chewed.,I wonder you ate how much.,The family spent an impressive paltry three days in London.,Flosa has often seen Marn.,The tourist passed an ugly paltry five days in Papua New Guinea.,Chardon sees often Kuru.,The fragrant orangutan sings loudest at Easter.
14,impressive-three-days-sentadjorder2-twoAdjs-0,filler_0_3,filler_0_7,filler_1_4,beautiful-three-days-sentadjorder2-twoAdjs-2,filler_0_6,beautiful-five-days-sentadjorder2-twoAdjs-1,filler_1_1,filler_1_8,filler_0_2,filler_1_5,The family spent a staggering impressive three days in London.,Bob walk.,I wonder you ate how much.,Malevolent floral candy is delicious.,The tourist passed a staggering beautiful three days in Papua New Guinea.,The bone dog the chewed.,The diplomat worked for a mere beautiful five days in Nairobi.,Flosa has often seen Marn.,The fragrant orangutan sings loudest at Easter.,Chardon sees often Kuru.,The bone chewed the dog.
15,hideous-three-days-sentadjorder2-twoAdjs-2,filler_1_8,filler_0_2,filler_1_1,ugly-three-days-sentadjorder2-twoAdjs-0,filler_0_6,filler_1_4,filler_0_7,filler_1_5,impressive-five-days-sentadjorder1-twoAdjs-1,filler_0_3,The tourist passed a hefty hideous three days in Papua New Guinea.,The fragrant orangutan sings loudest at Easter.,Chardon sees often Kuru.,Flosa has often seen Marn.,The family spent a meager ugly three days in London.,The bone dog the chewed.,Malevolent floral candy is delicious.,I wonder you ate how much.,The bone chewed the dog.,The diplomat worked for an impressive whopping five days in Nairobi.,Bob walk.
16,filler_1_8,filler_1_5,filler_1_1,filler_0_3,filler_0_2,filler_1_4,hideous-three-days-sentadjorder2-twoAdjs-1,astonishing-three-days-sentadjorder1-twoAdjs-2,filler_0_6,astonishing-three-days-sentadjorder2-twoAdjs-0,filler_0_7,The fragrant orangutan sings loudest at Easter.,The bone chewed the dog.,Flosa has often seen Marn.,Bob walk.,Chardon sees often Kuru.,Malevolent floral candy is delicious.,The diplomat worked for a mere hideous three days in Nairobi.,The tourist passed an astonishing meager three days in Papua New Guinea.,The bone dog the chewed.,The family spent a hefty astonishing three days in London.,I wonder you ate how much.
17,filler_1_5,filler_1_8,filler_0_3,beautiful-five-days-sentadjorder2-twoAdjs-0,filler_1_4,filler_0_7,filler_1_1,beautiful-three-days-sentadjorder2-twoAdjs-2,astonishing-five-days-sentadjorder2-twoAdjs-1,filler_0_6,filler_0_2,The bone chewed the dog.,The fragrant orangutan sings loudest at Easter.,Bob walk.,The family spent a mere beautiful five days in London.,Malevolent floral candy is delicious.,I wonder you ate how much.,Flosa has often seen Marn.,The tourist passed a whopping beautiful three days in Papua New Guinea.,The diplomat worked for a staggering astonishing five days in Nairobi.,The bone dog the chewed.,Chardon sees often Kuru.
18,filler_0_2,filler_1_8,impressive-five-days-sentadjorder2-twoAdjs-1,filler_0_7,filler_0_6,ugly-five-days-sentadjorder2-twoAdjs-2,filler_0_3,filler_1_1,filler_1_4,hideous-three-days-sentadjorder1-twoAdjs-0,filler_1_5,Chardon sees often Kuru.,The fragrant orangutan sings loudest at Easter.,The diplomat worked for a meager impressive five days in Nairobi.,I wonder you ate how much.,The bone dog the chewed.,The tourist passed a paltry ugly five days in Papua New Guinea.,Bob walk.,Flosa has often seen Marn.,Malevolent floral candy is delicious.,The family spent a hideous meager three days in London.,The bone chewed the dog.
19,filler_0_2,filler_0_7,filler_1_8,astonishing-three-days-sentadjorder1-twoAdjs-1,beautiful-five-days-sentadjorder1-twoAdjs-0,filler_0_3,beautiful-three-days-sentadjorder2-twoAdjs-2,filler_0_6,filler_1_1,filler_1_4,filler_1_5,Chardon sees often Kuru.,I wonder you ate how much.,The fragrant orangutan sings loudest at Easter.,The diplomat worked for an astonishing paltry three days in Nairobi.,The family spent a beautiful hefty five days in London.,Bob walk.,The tourist passed a meager beautiful three days in Papua New Guinea.,The bone dog the chewed.,Flosa has often seen Marn.,Malevolent floral candy is delicious.,The bone chewed the dog.
20,filler_1_8,hideous-three-days-sentadjorder2-twoAdjs-2,filler_0_7,filler_0_3,beautiful-five-days-sentadjorder2-twoAdjs-1,filler_0_2,filler_1_4,filler_1_5,filler_1_1,astonishing-five-days-sentadjorder1-twoAdjs-0,filler_0_6,The fragrant orangutan sings loudest at Easter.,The tourist passed a staggering hideous three days in Papua New Guinea.,I wonder you ate how much.,Bob walk.,The diplomat worked for a paltry beautiful five days in Nairobi.,Chardon sees often Kuru.,Malevolent floral candy is delicious.,The bone chewed the dog.,Flosa has often seen Marn.,The family spent an astonishing meager five days in London.,The bone dog the chewed.
21,filler_1_1,hideous-five-days-sentadjorder1-twoAdjs-1,filler_0_6,filler_0_2,filler_1_5,filler_0_7,filler_0_3,ugly-five-days-sentadjorder2-twoAdjs-0,filler_1_8,hideous-five-days-sentadjorder2-twoAdjs-2,filler_1_4,Flosa has often seen Marn.,The diplomat worked for a hideous whopping five days in Nairobi.,The bone dog the chewed.,Chardon sees often Kuru.,The bone chewed the dog.,I wonder you ate how much.,Bob walk.,The family spent a hefty ugly five days in London.,The fragrant orangutan sings loudest at Easter.,The tourist passed a whopping hideous five days in Papua New Guinea.,Malevolent floral candy is delicious.
22,filler_1_1,filler_0_6,astonishing-five-days-sentadjorder2-twoAdjs-0,impressive-three-days-sentadjorder2-twoAdjs-2,filler_0_3,filler_1_4,filler_1_8,filler_0_7,filler_1_5,filler_0_2,hideous-five-days-sentadjorder2-twoAdjs-1,Flosa has often seen Marn.,The bone dog the chewed.,The family spent a staggering astonishing five days in London.,The tourist passed a meager impressive three days in Papua New Guinea.,Bob walk.,Malevolent floral candy is delicious.,The fragrant orangutan sings loudest at Easter.,I wonder you ate how much.,The bone chewed the dog.,Chardon sees often Kuru.,The diplomat worked for a hefty hideous five days in Nairobi.
23,impressive-five-days-sentadjorder2-twoAdjs-2,filler_0_2,filler_0_6,ugly-five-days-sentadjorder2-twoAdjs-0,filler_1_8,filler_1_4,ugly-five-days-sentadjorder1-twoAdjs-1,filler_1_5,filler_0_7,filler_0_3,filler_1_1,The tourist passed a hefty impressive five days in Papua New Guinea.,Chardon sees often Kuru.,The bone dog the chewed.,The family spent a mere ugly five days in London.,The fragrant orangutan sings loudest at Easter.,Malevolent floral candy is delicious.,The diplomat worked for an ugly whopping five days in Nairobi.,The bone chewed the dog.,I wonder you ate how much.,Bob walk.,Flosa has often seen Marn.
24,filler_0_2,filler_0_6,filler_1_4,filler_0_3,filler_0_7,filler_1_5,impressive-three-days-sentadjorder1-twoAdjs-0,astonishing-five-days-sentadjorder2-twoAdjs-1,filler_1_8,filler_1_1,ugly-three-days-sentadjorder1-twoAdjs-2,Chardon sees often Kuru.,The bone dog the chewed.,Malevolent floral candy is delicious.,Bob walk.,I wonder you ate how much.,The bone chewed the dog.,The family spent an impressive mere three days in London.,The diplomat worked for a whopping astonishing five days in Nairobi.,The fragrant orangutan sings loudest at Easter.,Flosa has often seen Marn.,The tourist passed an ugly staggering three days in Papua New Guinea.
25,hideous-three-days-sentadjorder2-twoAdjs-2,filler_1_4,filler_0_2,filler_1_1,filler_0_7,hideous-three-days-sentadjorder2-twoAdjs-0,filler_1_5,filler_1_8,filler_0_6,filler_0_3,ugly-three-days-sentadjorder2-twoAdjs-1,The tourist passed a whopping hideous three days in Papua New Guinea.,Malevolent floral candy is delicious.,Chardon sees often Kuru.,Flosa has often seen Marn.,I wonder you ate how much.,The family spent a staggering hideous three days in London.,The bone chewed the dog.,The fragrant orangutan sings loudest at Easter.,The bone dog the chewed.,Bob walk.,The diplomat worked for a meager ugly three days in Nairobi.
26,astonishing-five-days-sentadjorder2-twoAdjs-1,filler_0_7,filler_1_1,filler_1_8,filler_1_4,filler_0_3,filler_0_6,filler_1_5,filler_0_2,impressive-five-days-sentadjorder2-twoAdjs-0,astonishing-five-days-sentadjorder2-twoAdjs-2,The diplomat worked for a hefty astonishing five days in Nairobi.,I wonder you ate how much.,Flosa has often seen Marn.,The fragrant orangutan sings loudest at Easter.,Malevolent floral candy is delicious.,Bob walk.,The bone dog the chewed.,The bone chewed the dog.,Chardon sees often Kuru.,The family spent a hefty impressive five days in London.,The tourist passed a hefty astonishing five days in Papua New Guinea.
27,filler_1_1,beautiful-five-days-sentadjorder1-twoAdjs-2,filler_1_8,filler_0_7,hideous-three-days-sentadjorder2-twoAdjs-0,filler_0_2,filler_0_6,impressive-five-days-sentadjorder2-twoAdjs-1,filler_0_3,filler_1_5,filler_1_4,Flosa has often seen Marn.,The tourist passed a beautiful meager five days in Papua New Guinea.,The fragrant orangutan sings loudest at Easter.,I wonder you ate how much.,The family spent a paltry hideous three days in London.,Chardon sees often Kuru.,The bone dog the chewed.,The diplomat worked for a whopping impressive five days in Nairobi.,Bob walk.,The bone chewed the dog.,Malevolent floral candy is delicious.
28,filler_0_3,impressive-three-days-sentadjorder2-twoAdjs-1,filler_1_4,filler_1_5,filler_0_7,impressive-five-days-sentadjorder2-twoAdjs-2,filler_1_1,filler_0_6,astonishing-five-days-sentadjorder2-twoAdjs-0,filler_0_2,filler_1_8,Bob walk.,The diplomat worked for a staggering impressive three days in Nairobi.,Malevolent floral candy is delicious.,The bone chewed the dog.,I wonder you ate how much.,The tourist passed a meager impressive five days in Papua New Guinea.,Flosa has often seen Marn.,The bone dog the chewed.,The family spent a meager astonishing five days in London.,Chardon sees often Kuru.,The fragrant orangutan sings loudest at Easter.
29,filler_0_2,filler_0_6,filler_1_4,filler_0_7,impressive-three-days-sentadjorder1-twoAdjs-1,filler_1_5,filler_1_8,astonishing-five-days-sentadjorder2-twoAdjs-2,ugly-five-days-sentadjorder1-twoAdjs-0,filler_1_1,filler_0_3,Chardon sees often Kuru.,The bone dog the chewed.,Malevolent floral candy is delicious.,I wonder you ate how much.,The diplomat worked for an impressive meager three days in Nairobi.,The bone chewed the dog.,The fragrant orangutan sings loudest at Easter.,The tourist passed a mere astonishing five days in Papua New Guinea.,The family spent an ugly mere five days in London.,Flosa has often seen Marn.,Bob walk.
30,filler_1_8,filler_1_1,hideous-five-days-sentadjorder1-twoAdjs-0,filler_1_4,filler_0_3,filler_0_7,hideous-three-days-sentadjorder2-twoAdjs-1,hideous-three-days-sentadjorder1-twoAdjs-2,filler_0_6,filler_1_5,filler_0_2,The fragrant orangutan sings loudest at Easter.,Flosa has often seen Marn.,The family spent a hideous staggering five days in London.,Malevolent floral candy is delicious.,Bob walk.,I wonder you ate how much.,The diplomat worked for a hefty hideous three days in Nairobi.,The tourist passed a hideous mere three days in Papua New Guinea.,The bone dog the chewed.,The bone chewed the dog.,Chardon sees often Kuru.
31,filler_0_7,ugly-five-days-sentadjorder1-twoAdjs-0,filler_1_5,filler_1_4,impressive-three-days-sentadjorder1-twoAdjs-1,filler_1_8,hideous-three-days-sentadjorder1-twoAdjs-2,filler_0_3,filler_0_6,filler_0_2,filler_1_1,I wonder you ate how much.,The family spent an ugly staggering five days in London.,The bone chewed the dog.,Malevolent floral candy is delicious.,The diplomat worked for an impressive staggering three days in Nairobi.,The fragrant orangutan sings loudest at Easter.,The tourist passed a hideous meager three days in Papua New Guinea.,Bob walk.,The bone dog the chewed.,Chardon sees often Kuru.,Flosa has often seen Marn.
32,filler_1_5,filler_0_3,filler_0_6,filler_0_7,filler_1_1,impressive-three-days-sentadjorder1-twoAdjs-1,filler_0_2,filler_1_4,filler_1_8,hideous-five-days-sentadjorder1-twoAdjs-2,astonishing-five-days-sentadjorder2-twoAdjs-0,The bone chewed the dog.,Bob walk.,The bone dog the chewed.,I wonder you ate how much.,Flosa has often seen Marn.,The diplomat worked for an impressive paltry three days in Nairobi.,Chardon sees often Kuru.,Malevolent floral candy is delicious.,The fragrant orangutan sings loudest at Easter.,The tourist passed a hideous staggering five days in Papua New Guinea.,The family spent a paltry astonishing five days in London.
33,filler_0_7,filler_0_3,hideous-three-days-sentadjorder2-twoAdjs-1,filler_1_4,filler_1_1,astonishing-five-days-sentadjorder1-twoAdjs-2,filler_1_5,filler_1_8,filler_0_2,filler_0_6,astonishing-three-days-sentadjorder1-twoAdjs-0,I wonder you ate how much.,Bob walk.,The diplomat worked for a whopping hideous three days in Nairobi.,Malevolent floral candy is delicious.,Flosa has often seen Marn.,The tourist passed an astonishing whopping five days in Papua New Guinea.,The bone chewed the dog.,The fragrant orangutan sings loudest at Easter.,Chardon sees often Kuru.,The bone dog the chewed.,The family spent an astonishing whopping three days in London.
34,filler_1_8,beautiful-five-days-sentadjorder2-twoAdjs-2,filler_0_3,ugly-five-days-sentadjorder2-twoAdjs-1,filler_1_4,beautiful-five-days-sentadjorder2-twoAdjs-0,filler_0_7,filler_1_5,filler_0_2,filler_0_6,filler_1_1,The fragrant orangutan sings loudest at Easter.,The tourist passed a mere beautiful five days in Papua New Guinea.,Bob walk.,The diplomat worked for a whopping ugly five days in Nairobi.,Malevolent floral candy is delicious.,The family spent a paltry beautiful five days in London.,I wonder you ate how much.,The bone chewed the dog.,Chardon sees often Kuru.,The bone dog the chewed.,Flosa has often seen Marn.
35,filler_0_6,filler_0_3,hideous-three-days-sentadjorder2-twoAdjs-0,beautiful-five-days-sentadjorder1-twoAdjs-2,filler_1_5,filler_0_2,filler_1_8,filler_1_1,filler_1_4,filler_0_7,hideous-three-days-sentadjorder1-twoAdjs-1,The bone dog the chewed.,Bob walk.,The family spent a mere hideous three days in London.,The tourist passed a beautiful staggering five days in Papua New Guinea.,The bone chewed the dog.,Chardon sees often Kuru.,The fragrant orangutan sings loudest at Easter.,Flosa has often seen Marn.,Malevolent floral candy is delicious.,I wonder you ate how much.,The diplomat worked for a hideous staggering three days in Nairobi.
36,astonishing-three-days-sentadjorder1-twoAdjs-0,filler_1_8,filler_0_7,impressive-five-days-sentadjorder1-twoAdjs-2,filler_1_4,filler_0_2,filler_0_6,beautiful-three-days-sentadjorder1-twoAdjs-1,filler_1_5,filler_1_1,filler_0_3,The family spent an astonishing hefty three days in London.,The fragrant orangutan sings loudest at Easter.,I wonder you ate how much.,The tourist passed an impressive meager five days in Papua New Guinea.,Malevolent floral candy is delicious.,Chardon sees often Kuru.,The bone dog the chewed.,The diplomat worked for a beautiful whopping three days in Nairobi.,The bone chewed the dog.,Flosa has often seen Marn.,Bob walk.
37,beautiful-three-days-sentadjorder2-twoAdjs-2,hideous-three-days-sentadjorder2-twoAdjs-0,filler_1_5,filler_0_2,filler_0_7,filler_1_1,filler_0_6,filler_0_3,filler_1_8,hideous-five-days-sentadjorder1-twoAdjs-1,filler_1_4,The tourist passed a hefty beautiful three days in Papua New Guinea.,The family spent a whopping hideous three days in London.,The bone chewed the dog.,Chardon sees often Kuru.,I wonder you ate how much.,Flosa has often seen Marn.,The bone dog the chewed.,Bob walk.,The fragrant orangutan sings loudest at Easter.,The diplomat worked for a hideous meager five days in Nairobi.,Malevolent floral candy is delicious.
38,ugly-five-days-sentadjorder2-twoAdjs-2,filler_0_6,filler_1_1,filler_0_3,impressive-five-days-sentadjorder1-twoAdjs-1,impressive-three-days-sentadjorder1-twoAdjs-0,filler_0_2,filler_1_5,filler_0_7,filler_1_8,filler_1_4,The tourist passed a mere ugly five days in Papua New Guinea.,The bone dog the chewed.,Flosa has often seen Marn.,Bob walk.,The diplomat worked for an impressive meager five days in Nairobi.,The family spent an impressive meager three days in London.,Chardon sees often Kuru.,The bone chewed the dog.,I wonder you ate how much.,The fragrant orangutan sings loudest at Easter.,Malevolent floral candy is delicious.
39,astonishing-five-days-sentadjorder1-twoAdjs-2,ugly-three-days-sentadjorder1-twoAdjs-0,filler_1_4,filler_1_1,filler_0_3,astonishing-five-days-sentadjorder1-twoAdjs-1,filler_0_2,filler_1_5,filler_1_8,filler_0_6,filler_0_7,The tourist passed an astonishing staggering five days in Papua New Guinea.,The family spent an ugly whopping three days in London.,Malevolent floral candy is delicious.,Flosa has often seen Marn.,Bob walk.,The diplomat worked for an astonishing staggering five days in Nairobi.,Chardon sees often Kuru.,The bone chewed the dog.,The fragrant orangutan sings loudest at Easter.,The bone dog the chewed.,I wonder you ate how much.
40,filler_1_4,filler_0_7,hideous-three-days-sentadjorder1-twoAdjs-0,filler_0_2,filler_0_3,impressive-five-days-sentadjorder1-twoAdjs-1,filler_1_5,filler_1_8,beautiful-three-days-sentadjorder1-twoAdjs-2,filler_0_6,filler_1_1,Malevolent floral candy is delicious.,I wonder you ate how much.,The family spent a hideous hefty three days in London.,Chardon sees often Kuru.,Bob walk.,The diplomat worked for an impressive mere five days in Nairobi.,The bone chewed the dog.,The fragrant orangutan sings loudest at Easter.,The tourist passed a beautiful mere three days in Papua New Guinea.,The bone dog the chewed.,Flosa has often seen Marn.
41,filler_1_1,filler_1_4,filler_0_3,impressive-three-days-sentadjorder1-twoAdjs-2,filler_1_5,beautiful-three-days-sentadjorder2-twoAdjs-0,filler_0_6,filler_1_8,beautiful-five-days-sentadjorder2-twoAdjs-1,filler_0_7,filler_0_2,Flosa has often seen Marn.,Malevolent floral candy is delicious.,Bob walk.,The tourist passed an impressive mere three days in Papua New Guinea.,The bone chewed the dog.,The family spent a meager beautiful three days in London.,The bone dog the chewed.,The fragrant orangutan sings loudest at Easter.,The diplomat worked for a hefty beautiful five days in Nairobi.,I wonder you ate how much.,Chardon sees often Kuru.
42,hideous-five-days-sentadjorder2-twoAdjs-1,impressive-three-days-sentadjorder1-twoAdjs-2,filler_1_8,filler_0_3,filler_1_5,filler_0_7,filler_0_6,filler_0_2,filler_1_1,astonishing-five-days-sentadjorder1-twoAdjs-0,filler_1_4,The diplomat worked for a mere hideous five days in Nairobi.,The tourist passed an impressive meager three days in Papua New Guinea.,The fragrant orangutan sings loudest at Easter.,Bob walk.,The bone chewed the dog.,I wonder you ate how much.,The bone dog the chewed.,Chardon sees often Kuru.,Flosa has often seen Marn.,The family spent an astonishing mere five days in London.,Malevolent floral candy is delicious.
43,beautiful-five-days-sentadjorder1-twoAdjs-2,filler_1_1,beautiful-three-days-sentadjorder1-twoAdjs-0,filler_1_4,filler_0_2,filler_0_3,filler_0_7,impressive-five-days-sentadjorder1-twoAdjs-1,filler_1_8,filler_0_6,filler_1_5,The tourist passed a beautiful paltry five days in Papua New Guinea.,Flosa has often seen Marn.,The family spent a beautiful meager three days in London.,Malevolent floral candy is delicious.,Chardon sees often Kuru.,Bob walk.,I wonder you ate how much.,The diplomat worked for an impressive paltry five days in Nairobi.,The fragrant orangutan sings loudest at Easter.,The bone dog the chewed.,The bone chewed the dog.
44,filler_0_7,filler_0_3,filler_1_4,beautiful-five-days-sentadjorder2-twoAdjs-0,filler_0_6,filler_1_1,filler_0_2,ugly-three-days-sentadjorder2-twoAdjs-2,filler_1_8,impressive-five-days-sentadjorder2-twoAdjs-1,filler_1_5,I wonder you ate how much.,Bob walk.,Malevolent floral candy is delicious.,The family spent a hefty beautiful five days in London.,The bone dog the chewed.,Flosa has often seen Marn.,Chardon sees often Kuru.,The tourist passed a meager ugly three days in Papua New Guinea.,The fragrant orangutan sings loudest at Easter.,The diplomat worked for a hefty impressive five days in Nairobi.,The bone chewed the dog.
45,hideous-five-days-sentadjorder1-twoAdjs-2,filler_0_6,filler_1_8,filler_0_2,filler_1_4,filler_0_7,filler_1_5,ugly-five-days-sentadjorder2-twoAdjs-1,astonishing-three-days-sentadjorder1-twoAdjs-0,filler_0_3,filler_1_1,The tourist passed a hideous mere five days in Papua New Guinea.,The bone dog the chewed.,The fragrant orangutan sings loudest at Easter.,Chardon sees often Kuru.,Malevolent floral candy is delicious.,I wonder you ate how much.,The bone chewed the dog.,The diplomat worked for a staggering ugly five days in Nairobi.,The family spent an astonishing meager three days in London.,Bob walk.,Flosa has often seen Marn.
